scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,canonical_start,canonical_end,source_file_window,scenario_config_dir,realization_config_path,run_dir,run_config_path,inputs_manifest_path,outputs_dir,logs_dir,climate_forcing_reference,technology_config_reference
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0014,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0014.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0014/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0015,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0015.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0015/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0016,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0016.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0016/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0017,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0017.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0017/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0018,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0018.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0018/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0019,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0019.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0019/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0020,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0020.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0020/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0021,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0021.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0021/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0022,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0022.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0022/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0023,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0023.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0023/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0024,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0024.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0024/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0025,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0025.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0025/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026,near_future_2030_2049__rcp_4_5__tech_moderate_electrification,near_future_2030_2049,rcp_4_5,tech_moderate_electrification,seed_0026,2030-01-01,2049-12-31,2030-2050,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification,model_v3/experiments/scenario_tree/configs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification/seed_0026.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026/run_config.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026/outputs,model_v3/experiments/scenario_tree/runs/near_future_2030_2049__rcp_4_5__tech_moderate_electrification__seed_0026/logs,"{""canonical_end"": ""2049-12-31"", ""canonical_start"": ""2030-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2030-2050"", ""window_id"": ""near_future_2030_2049""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_moderate_electrification""}"
