scenario_id,climate_window_id,climate_pathway_id,technology_case_id,n_successful_realizations,n_failed_realizations,n_missing_realizations,realization_coverage_fraction,annual_electricity_gross_kWh_count,annual_electricity_gross_kWh_mean,annual_electricity_gross_kWh_median,annual_electricity_gross_kWh_std,annual_electricity_gross_kWh_min,annual_electricity_gross_kWh_max,annual_electricity_gross_kWh_p05,annual_electricity_gross_kWh_p10,annual_electricity_gross_kWh_p90,annual_electricity_gross_kWh_p95,annual_grid_import_kWh_count,annual_grid_import_kWh_mean,annual_grid_import_kWh_median,annual_grid_import_kWh_std,annual_grid_import_kWh_min,annual_grid_import_kWh_max,annual_grid_import_kWh_p05,annual_grid_import_kWh_p10,annual_grid_import_kWh_p90,annual_grid_import_kWh_p95,annual_grid_export_kWh_count,annual_grid_export_kWh_mean,annual_grid_export_kWh_median,annual_grid_export_kWh_std,annual_grid_export_kWh_min,annual_grid_export_kWh_max,annual_grid_export_kWh_p05,annual_grid_export_kWh_p10,annual_grid_export_kWh_p90,annual_grid_export_kWh_p95,annual_gas_kWh_count,annual_gas_kWh_mean,annual_gas_kWh_median,annual_gas_kWh_std,annual_gas_kWh_min,annual_gas_kWh_max,annual_gas_kWh_p05,annual_gas_kWh_p10,annual_gas_kWh_p90,annual_gas_kWh_p95,annual_useful_heating_kWh_count,annual_useful_heating_kWh_mean,annual_useful_heating_kWh_median,annual_useful_heating_kWh_std,annual_useful_heating_kWh_min,annual_useful_heating_kWh_max,annual_useful_heating_kWh_p05,annual_useful_heating_kWh_p10,annual_useful_heating_kWh_p90,annual_useful_heating_kWh_p95,annual_dhw_kWh_count,annual_dhw_kWh_mean,annual_dhw_kWh_median,annual_dhw_kWh_std,annual_dhw_kWh_min,annual_dhw_kWh_max,annual_dhw_kWh_p05,annual_dhw_kWh_p10,annual_dhw_kWh_p90,annual_dhw_kWh_p95,peak_grid_import_W_count,peak_grid_import_W_mean,peak_grid_import_W_median,peak_grid_import_W_std,peak_grid_import_W_min,peak_grid_import_W_max,peak_grid_import_W_p05,peak_grid_import_W_p10,peak_grid_import_W_p90,peak_grid_import_W_p95,winter_peak_grid_import_W_count,winter_peak_grid_import_W_mean,winter_peak_grid_import_W_median,winter_peak_grid_import_W_std,winter_peak_grid_import_W_min,winter_peak_grid_import_W_max,winter_peak_grid_import_W_p05,winter_peak_grid_import_W_p10,winter_peak_grid_import_W_p90,winter_peak_grid_import_W_p95,summer_peak_grid_import_W_count,summer_peak_grid_import_W_mean,summer_peak_grid_import_W_median,summer_peak_grid_import_W_std,summer_peak_grid_import_W_min,summer_peak_grid_import_W_max,summer_peak_grid_import_W_p05,summer_peak_grid_import_W_p10,summer_peak_grid_import_W_p90,summer_peak_grid_import_W_p95,pv_generation_kWh_count,pv_generation_kWh_mean,pv_generation_kWh_median,pv_generation_kWh_std,pv_generation_kWh_min,pv_generation_kWh_max,pv_generation_kWh_p05,pv_generation_kWh_p10,pv_generation_kWh_p90,pv_generation_kWh_p95,pv_self_consumption_kWh_count,pv_self_consumption_kWh_mean,pv_self_consumption_kWh_median,pv_self_consumption_kWh_std,pv_self_consumption_kWh_min,pv_self_consumption_kWh_max,pv_self_consumption_kWh_p05,pv_self_consumption_kWh_p10,pv_self_consumption_kWh_p90,pv_self_consumption_kWh_p95,pv_export_fraction_count,pv_export_fraction_mean,pv_export_fraction_median,pv_export_fraction_std,pv_export_fraction_min,pv_export_fraction_max,pv_export_fraction_p05,pv_export_fraction_p10,pv_export_fraction_p90,pv_export_fraction_p95,ev_charging_kWh_count,ev_charging_kWh_mean,ev_charging_kWh_median,ev_charging_kWh_std,ev_charging_kWh_min,ev_charging_kWh_max,ev_charging_kWh_p05,ev_charging_kWh_p10,ev_charging_kWh_p90,ev_charging_kWh_p95,mean_T_out_C_count,mean_T_out_C_mean,mean_T_out_C_median,mean_T_out_C_std,mean_T_out_C_min,mean_T_out_C_max,mean_T_out_C_p05,mean_T_out_C_p10,mean_T_out_C_p90,mean_T_out_C_p95,winter_mean_T_out_C_count,winter_mean_T_out_C_mean,winter_mean_T_out_C_median,winter_mean_T_out_C_std,winter_mean_T_out_C_min,winter_mean_T_out_C_max,winter_mean_T_out_C_p05,winter_mean_T_out_C_p10,winter_mean_T_out_C_p90,winter_mean_T_out_C_p95,summer_mean_T_out_C_count,summer_mean_T_out_C_mean,summer_mean_T_out_C_median,summer_mean_T_out_C_std,summer_mean_T_out_C_min,summer_mean_T_out_C_max,summer_mean_T_out_C_p05,summer_mean_T_out_C_p10,summer_mean_T_out_C_p90,summer_mean_T_out_C_p95,HDD_15_count,HDD_15_mean,HDD_15_median,HDD_15_std,HDD_15_min,HDD_15_max,HDD_15_p05,HDD_15_p10,HDD_15_p90,HDD_15_p95,HDD_18_count,HDD_18_mean,HDD_18_median,HDD_18_std,HDD_18_min,HDD_18_max,HDD_18_p05,HDD_18_p10,HDD_18_p90,HDD_18_p95,CDD_22_count,CDD_22_mean,CDD_22_median,CDD_22_std,CDD_22_min,CDD_22_max,CDD_22_p05,CDD_22_p10,CDD_22_p90,CDD_22_p95,mean_solar_W_m2_count,mean_solar_W_m2_mean,mean_solar_W_m2_median,mean_solar_W_m2_std,mean_solar_W_m2_min,mean_solar_W_m2_max,mean_solar_W_m2_p05,mean_solar_W_m2_p10,mean_solar_W_m2_p90,mean_solar_W_m2_p95
baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,3,0,97,0.03,3.0,2611.8181818181774,2611.8181818181774,0.0,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,3.0,2611.8181818181774,2611.8181818181774,0.0,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,2611.8181818181774,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21853.504943626118,21853.504943626118,0.0,21853.504943626118,21853.504943626118,21853.504943626118,21853.504943626118,21853.504943626118,21853.504943626118,3.0,16161.484197553393,16161.484197553393,0.0,16161.484197553393,16161.484197553393,16161.484197553393,16161.484197553393,16161.484197553393,16161.484197553393,3.0,3506.6702517101726,3506.6702517101726,0.0,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,3.0,298.1527604815265,298.1527604815265,0.0,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,3.0,298.1527604815265,298.1527604815265,0.0,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,3.0,298.1527604815265,298.1527604815265,0.0,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,298.1527604815265,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.101475235301189,9.101475235301189,0.0,9.101475235301189,9.101475235301189,9.101475235301189,9.101475235301189,9.101475235301189,9.101475235301189,3.0,2.5703156383325023,2.5703156383325023,0.0,2.5703156383325023,2.5703156383325023,2.5703156383325023,2.5703156383325023,2.5703156383325023,2.5703156383325023,3.0,16.9316034068232,16.9316034068232,0.0,16.9316034068232,16.9316034068232,16.9316034068232,16.9316034068232,16.9316034068232,16.9316034068232,3.0,60212.886962890625,60212.886962890625,0.0,60212.886962890625,60212.886962890625,60212.886962890625,60212.886962890625,60212.886962890625,60212.886962890625,3.0,83523.64401245117,83523.64401245117,0.0,83523.64401245117,83523.64401245117,83523.64401245117,83523.64401245117,83523.64401245117,83523.64401245117,3.0,357.7723083496094,357.7723083496094,0.0,357.7723083496094,357.7723083496094,357.7723083496094,357.7723083496094,357.7723083496094,357.7723083496094,3.0,134.91337690965955,134.91337690965955,0.0,134.91337690965955,134.91337690965955,134.91337690965955,134.91337690965955,134.91337690965955,134.91337690965955
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,1,0,99,0.01,1.0,8752.171090567408,8752.171090567408,,8752.171090567408,8752.171090567408,8752.171090567408,8752.171090567408,8752.171090567408,8752.171090567408,1.0,5866.458241567361,5866.458241567361,,5866.458241567361,5866.458241567361,5866.458241567361,5866.458241567361,5866.458241567361,5866.458241567361,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12766.06492891199,12766.06492891199,,12766.06492891199,12766.06492891199,12766.06492891199,12766.06492891199,12766.06492891199,12766.06492891199,1.0,3506.6702517101726,3506.6702517101726,,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,3506.6702517101726,1.0,2424.576926907622,2424.576926907622,,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,1.0,2424.576926907622,2424.576926907622,,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,2424.576926907622,1.0,809.1042977388711,809.1042977388711,,809.1042977388711,809.1042977388711,809.1042977388711,809.1042977388711,809.1042977388711,809.1042977388711,1.0,2885.712849000012,2885.712849000012,,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,1.0,2885.712849000012,2885.712849000012,,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,2885.712849000012,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490.999999999991,1490.999999999991,,1490.999999999991,1490.999999999991,1490.999999999991,1490.999999999991,1490.999999999991,1490.999999999991,1.0,11.164665096835021,11.164665096835021,,11.164665096835021,11.164665096835021,11.164665096835021,11.164665096835021,11.164665096835021,11.164665096835021,1.0,4.389446087437129,4.389446087437129,,4.389446087437129,4.389446087437129,4.389446087437129,4.389446087437129,4.389446087437129,4.389446087437129,1.0,19.122620055394144,19.122620055394144,,19.122620055394144,19.122620055394144,19.122620055394144,19.122620055394144,19.122620055394144,19.122620055394144,1.0,39622.668395996094,39622.668395996094,,39622.668395996094,39622.668395996094,39622.668395996094,39622.668395996094,39622.668395996094,39622.668395996094,1.0,57070.28982543945,57070.28982543945,,57070.28982543945,57070.28982543945,57070.28982543945,57070.28982543945,57070.28982543945,57070.28982543945,1.0,1238.1661987304688,1238.1661987304688,,1238.1661987304688,1238.1661987304688,1238.1661987304688,1238.1661987304688,1238.1661987304688,1238.1661987304688,1.0,143.94189746811927,143.94189746811927,,143.94189746811927,143.94189746811927,143.94189746811927,143.94189746811927,143.94189746811927,143.94189746811927
