scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,analysis_start,analysis_end,source_file_window,climate_forcing_file,climate_temperature_column,climate_solar_column,year,mean_T_out_C,winter_mean_T_out_C,summer_mean_T_out_C,HDD_15,HDD_18,CDD_22,mean_solar_W_m2
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2060,10.323996205147498,4.626411857185783,17.840115091075067,2036.9015502929688,2905.1744689941406,5.840301513671875,142.58302267783327
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2061,10.909815289223031,3.1440765380859377,19.31014417565387,1910.23388671875,2771.173309326172,39.878936767578125,136.72667062576502
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2062,11.51053140718643,4.496314493815104,19.99962748651919,1890.5678405761719,2656.7236328125,48.650634765625,143.28623657095923
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2063,11.495550202670163,5.362567138671875,19.47748963729195,1774.1464233398438,2566.8564453125,48.41912841796875,145.93549164288663
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2064,11.113573668433018,4.428337013328468,17.506868777067766,1760.5465087890625,2642.1717834472656,23.048065185546875,136.9244179921072
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2065,12.534547654243365,4.394066026475694,23.841077721637227,1859.6383361816406,2601.7429809570312,283.88714599609375,151.48394661864188
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2066,10.960766768782106,2.934786309136285,19.211950882621434,2023.1064758300781,2801.901641845703,40.799652099609375,151.9364080337629
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2067,10.640153189881207,5.228006659613715,19.019103672193445,2034.8280334472656,2855.3016967773438,16.4296875,144.3842621894732
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2068,11.376900761505294,4.490320562006353,18.835289001464844,1771.015380859375,2616.8182067871094,41.9276123046875,140.6836649928588
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2069,11.732597037537458,5.026241726345486,18.899585226307746,1726.1466369628906,2535.416778564453,63.24761962890625,143.4225423224985
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,T_out_C,I_solar_W_m2,2070,11.384159035878639,4.917574734157986,18.46071591584579,1736.7444763183594,2550.2470092773438,33.739990234375,147.380348278725
