comparison_name,comparison_type,compared_scenario_leaf_id,reference_scenario_leaf_id,compared_scenario_id,reference_scenario_id,realization_id,climate_window_id,climate_pathway_id,technology_case_id,compared_technology_case_id,reference_technology_case_id,reference_available,comparison_valid,pct_change_division_by_zero,zero_reference_delta_pct_metrics,annual_electricity_gross_kWh_compared_value,annual_electricity_gross_kWh_reference_value,annual_electricity_gross_kWh_delta_pct,annual_grid_import_kWh_compared_value,annual_grid_import_kWh_reference_value,annual_grid_import_kWh_delta_pct,annual_grid_export_kWh_compared_value,annual_grid_export_kWh_reference_value,annual_grid_export_kWh_delta_pct,annual_gas_kWh_compared_value,annual_gas_kWh_reference_value,annual_gas_kWh_delta_pct,annual_useful_heating_kWh_compared_value,annual_useful_heating_kWh_reference_value,annual_useful_heating_kWh_delta_pct,annual_dhw_kWh_compared_value,annual_dhw_kWh_reference_value,annual_dhw_kWh_delta_pct,peak_grid_import_W_compared_value,peak_grid_import_W_reference_value,peak_grid_import_W_delta_pct,winter_peak_grid_import_W_compared_value,winter_peak_grid_import_W_reference_value,winter_peak_grid_import_W_delta_pct,summer_peak_grid_import_W_compared_value,summer_peak_grid_import_W_reference_value,summer_peak_grid_import_W_delta_pct,pv_generation_kWh_compared_value,pv_generation_kWh_reference_value,pv_generation_kWh_delta_pct,pv_self_consumption_kWh_compared_value,pv_self_consumption_kWh_reference_value,pv_self_consumption_kWh_delta_pct,pv_export_fraction_compared_value,pv_export_fraction_reference_value,pv_export_fraction_delta_pct,ev_charging_kWh_compared_value,ev_charging_kWh_reference_value,ev_charging_kWh_delta_pct,mean_T_out_C_compared_value,mean_T_out_C_reference_value,mean_T_out_C_delta_pct,winter_mean_T_out_C_compared_value,winter_mean_T_out_C_reference_value,winter_mean_T_out_C_delta_pct,summer_mean_T_out_C_compared_value,summer_mean_T_out_C_reference_value,summer_mean_T_out_C_delta_pct,HDD_15_compared_value,HDD_15_reference_value,HDD_15_delta_pct,HDD_18_compared_value,HDD_18_reference_value,HDD_18_delta_pct,CDD_22_compared_value,CDD_22_reference_value,CDD_22_delta_pct,mean_solar_W_m2_compared_value,mean_solar_W_m2_reference_value,mean_solar_W_m2_delta_pct
technology_only,technology_only,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_frozen_stock__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070__rcp_8_5__tech_frozen_stock,seed_0000,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,tech_high_electrification_pv_ev,tech_frozen_stock,False,False,False,,8752.171090567408,,,5866.458241567361,,,0.0,,,0.0,,,12766.06492891199,,,3506.6702517101726,,,2424.576926907622,,,2424.576926907622,,,809.1042977388711,,,2885.712849000012,,,2885.712849000012,,,0.0,,,1490.999999999991,,,11.16466509683502,,,4.389446087437129,,,19.122620055394144,,,39622.668395996094,,,57070.28982543945,,,1238.1661987304688,,,143.9418974681193,,
