comparison_name,comparison_type,compared_scenario_leaf_id,reference_scenario_leaf_id,compared_scenario_id,reference_scenario_id,realization_id,climate_window_id,climate_pathway_id,technology_case_id,compared_technology_case_id,reference_technology_case_id,reference_available,comparison_valid,pct_change_division_by_zero,zero_reference_delta_pct_metrics,annual_electricity_gross_kWh_delta_abs,annual_grid_import_kWh_delta_abs,annual_grid_export_kWh_delta_abs,annual_gas_kWh_delta_abs,annual_useful_heating_kWh_delta_abs,annual_dhw_kWh_delta_abs,peak_grid_import_W_delta_abs,winter_peak_grid_import_W_delta_abs,summer_peak_grid_import_W_delta_abs,pv_generation_kWh_delta_abs,pv_self_consumption_kWh_delta_abs,pv_export_fraction_delta_abs,ev_charging_kWh_delta_abs,mean_T_out_C_delta_abs,winter_mean_T_out_C_delta_abs,summer_mean_T_out_C_delta_abs,HDD_15_delta_abs,HDD_18_delta_abs,CDD_22_delta_abs,mean_solar_W_m2_delta_abs
technology_only,technology_only,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_frozen_stock__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070__rcp_8_5__tech_frozen_stock,seed_0000,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,tech_high_electrification_pv_ev,tech_frozen_stock,False,False,False,,,,,,,,,,,,,,,,,,,,,
