timestamp,aggregate_profile_W,per_household_profile_W,aggregate_dhw_W,per_household_dhw_W,P10_W,P50_W,P90_W,P_biomass_dhw_W,P_biomass_space_heating_W,P_biomass_total_W,P_coal_dhw_W,P_coal_space_heating_W,P_coal_total_W,P_district_heat_dhw_W,P_district_heat_space_heating_W,P_district_heat_total_W,P_el_ev_charging_W,P_el_grid_export_W,P_el_grid_import_W,P_el_gross_actual_W,P_el_total_W,P_gas_dhw_W,P_gas_space_heating_W,P_gas_total_W,P_oil_dhw_W,P_oil_space_heating_W,P_oil_total_W,P_propane_dhw_W,P_propane_space_heating_W,P_propane_total_W,P_pv_generation_W,Q_dhw_demand_W,Q_heating_supplied_W,Q_total_thermal_W
1981-01-11 12:00:00+01:00,15845.489127874182,158.45489127874183,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,197.46542957095798,1730.2635973472593,20609.000802857117,22339.264400204374,274.7805072693322,2207.798056214004,2482.5785634833364,0.0,0.0,0.0,0.0,2766.5667363493253,46143.2604823037,76744.82003229993,15845.489127874182,18532.696658091107,194000.2030569232,212532.8997150143,2006.3592886760148,59368.376301487915,61374.73559016394,289.1599700107683,10914.287997241294,11203.447967252063,33368.126286345585,32650.85189330933,294446.6408780073,327097.4927713165
1981-01-12 12:00:00+01:00,15354.44307429801,153.5444307429801,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,180.94584807067284,1730.2635973472593,18171.910444706944,19902.1740420542,274.7805072693322,2305.832379847876,2580.612887117208,0.0,0.0,0.0,0.0,2766.5667363493253,40023.703630527685,70625.26318052395,15354.44307429801,18532.696658091107,169826.07603700674,188358.77269509787,2006.3592886760148,48329.849325955794,50336.208614631796,289.1599700107683,8345.107846316705,8634.267816327474,33368.126286345585,32650.85189330933,251838.00555899303,284488.8574523023
1981-01-13 12:00:00+01:00,15527.260410161276,155.27260410161276,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,192.20216890355658,1730.2635973472593,19372.496566701393,21102.76016404865,274.7805072693322,2265.886031241229,2540.666538510561,0.0,0.0,0.0,0.0,2766.5667363493253,43463.29227367237,74064.85182366859,15527.260410161276,18532.696658091107,186221.42229559892,204754.11895369008,2006.3592886760148,55864.212392701986,57870.57168137801,289.1599700107683,10617.206331423604,10906.366301434373,33368.126286345585,32650.85189330933,280264.39252287697,312915.2444161862
1981-01-14 12:00:00+01:00,15212.782625395737,152.12782625395738,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,168.04569922423747,1730.2635973472593,15652.205920577078,17382.469517924335,274.7805072693322,2042.432852367384,2317.213359636716,0.0,0.0,0.0,0.0,2766.5667363493253,35738.802288441715,66340.36183843798,15212.782625395737,18532.696658091107,148764.31031309834,167297.00697118937,2006.3592886760148,41692.75416445559,43699.1134531316,289.1599700107683,7129.112669561015,7418.272639571783,33368.126286345585,32650.85189330933,218790.81381621235,251441.6657095217
1981-01-15 12:00:00+01:00,16582.139420863743,165.82139420863743,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,213.41908912004712,1730.2635973472593,23127.727732445313,24857.991329792574,274.7805072693322,2452.182545566909,2726.9630528362413,0.0,0.0,0.0,0.0,2766.5667363493253,49178.170128910715,79779.72967890692,16582.139420863743,18532.696658091107,212892.16611377767,231424.8627718688,2006.3592886760148,63099.18374481643,65105.543033492446,289.1599700107683,12412.552395544202,12701.712365554971,33368.126286345585,32650.85189330933,321911.9692020392,354562.8210953486
1981-01-16 12:00:00+01:00,15631.069056172311,156.3106905617231,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,185.37276253903678,1730.2635973472593,18738.65879476902,20468.922392116277,274.7805072693322,2532.3209481936483,2807.1014554629805,0.0,0.0,0.0,0.0,2766.5667363493253,41575.5309926707,72177.09054266695,15631.069056172311,18532.696658091107,180534.7923045307,199067.48896262178,2006.3592886760148,53029.66962197794,55036.028910653964,289.1599700107683,8583.15392831298,8872.31389832375,33368.126286345585,32650.85189330933,268206.9624789885,300857.8143722981
1981-01-17 12:00:00+01:00,16696.431281488087,166.96431281488086,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,211.1630460869083,1730.2635973472593,22785.995537539136,24516.259134886393,274.7805072693322,2542.559852636706,2817.3403599060384,0.0,0.0,0.0,0.0,2766.5667363493253,48660.73177778929,79262.2913277855,16696.431281488087,18532.696658091107,210704.68729571305,229237.38395380415,2006.3592886760148,62514.56842286496,64520.92771154098,289.1599700107683,12263.880206071963,12553.040176082732,33368.126286345585,32650.85189330933,318450.16532147303,351101.0172147825
1981-01-18 12:00:00+01:00,15583.792395084449,155.8379239508445,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,177.58553875307965,1730.2635973472593,16566.065338115106,18296.328935462363,274.7805072693322,2262.2019799659665,2536.982487235299,0.0,0.0,0.0,0.0,2766.5667363493253,38266.862393610005,68868.42194360627,15583.792395084449,18532.696658091107,160495.77099409254,179028.4676521837,2006.3592886760148,46715.26091013781,48721.62019881383,289.1599700107683,7125.205490717691,7414.365460728459,33368.126286345585,32650.85189330933,237366.76541087628,270017.61730418564
1981-01-19 12:00:00+01:00,16501.568073598733,165.01568073598733,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,176.0938989334198,1730.2635973472593,16185.60703993162,17915.87063727888,274.7805072693322,1852.5435238233285,2127.324031092661,0.0,0.0,0.0,0.0,2766.5667363493253,37377.79888584785,67979.35843584413,16501.568073598733,18532.696658091107,151457.88492683167,169990.58158492282,2006.3592886760148,44441.49129815519,46447.850586831206,289.1599700107683,9170.620371399888,9459.780341410657,33368.126286345585,32650.85189330933,227802.62438482908,260453.47627813846
1981-01-20 12:00:00+01:00,15602.740247692669,156.02740247692668,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,178.11342454155906,1730.2635973472593,16904.48025712197,18634.74385446923,274.7805072693322,2005.1623368979704,2279.9428441673026,0.0,0.0,0.0,0.0,2766.5667363493253,38837.72084375136,69439.28039374764,15602.740247692669,18532.696658091107,163415.3117004193,181948.00835851036,2006.3592886760148,47407.18762872435,49413.54691740037,289.1599700107683,7882.054084824616,8171.214054835385,33368.126286345585,32650.85189330933,242370.1081558063,275020.9600491156
1981-01-21 12:00:00+01:00,15494.096597654096,154.94096597654095,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,161.21856525960465,1730.2635973472593,14237.499531507694,15967.763128854953,274.7805072693322,1796.884044671874,2071.6645519412064,0.0,0.0,0.0,0.0,2766.5667363493253,33814.24201266232,64415.80156265861,15494.096597654096,18532.696658091107,134164.9891476283,152697.6858057194,2006.3592886760148,39039.000628205424,41045.359916881425,289.1599700107683,7954.1089755242365,8243.268945535005,33368.126286345585,32650.85189330933,200600.63154005498,233251.48343336434
1981-01-22 12:00:00+01:00,16210.986869511135,162.10986869511135,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,179.08710664268906,1730.2635973472593,16772.2596417065,18502.523239053753,274.7805072693322,1868.4628616213183,2143.2433688906503,0.0,0.0,0.0,0.0,2766.5667363493253,38887.15570865531,69488.71525865159,16210.986869511135,18532.696658091107,161268.25121971592,179800.94787780702,2006.3592886760148,46961.72698153935,48968.08627021537,289.1599700107683,8136.162241149086,8425.322211159855,33368.126286345585,32650.85189330933,240250.91533436076,272901.76722767006
1981-01-23 12:00:00+01:00,15529.461110199782,155.29461110199782,32650.85189330933,326.5085189330933,143.8345705928808,147.0527189705272,147.05271897052774,1730.2635973472593,9181.961029847174,10912.224627194433,274.7805072693322,1394.879551628413,1669.6600588977453,0.0,0.0,0.0,0.0,2766.5667363493253,24908.440781862133,55510.000331858406,15529.461110199782,18532.696658091107,86176.06316605624,104708.75982414733,2006.3592886760148,25066.88313628324,27073.24242495925,289.1599700107683,5174.384516515303,5463.5444865260715,33368.126286345585,32650.85189330933,127964.37254540215,160615.22443871145
1981-01-24 12:00:00+01:00,15909.675434810699,159.096754348107,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,209.33152171070597,1730.2635973472593,22346.815528596337,24077.079125943597,274.7805072693322,2058.039251714526,2332.8197589838583,0.0,0.0,0.0,0.0,2766.5667363493253,48568.95475856153,79170.51430855774,15909.675434810699,18532.696658091107,202231.98720368708,220764.68386177815,2006.3592886760148,60273.75933546059,62280.11862413661,289.1599700107683,11502.432944692626,11791.592914703395,33368.126286345585,32650.85189330933,307612.22753907647,340263.0794323856
1981-01-25 12:00:00+01:00,17399.411810598584,173.99411810598585,32650.85189330933,326.5085189330933,147.0527189705272,147.0527189705272,159.57408746781636,1730.2635973472593,13350.802138488803,15081.065735836062,274.7805072693322,2062.138106890226,2336.9186141595583,0.0,0.0,0.0,0.0,2766.5667363493253,32417.85302240711,63019.412572403395,17399.411810598584,18532.696658091107,133311.39011970453,151844.08677779563,2006.3592886760148,38232.00672934802,40238.36601802403,289.1599700107683,6199.050101283828,6488.210071294596,33368.126286345585,32650.85189330933,195123.16905557347,227774.0209488828
