scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,seed_index,seed_value,cohort_size,analysis_start,analysis_end,source_file_window,run_status,run_attempt_id,run_timestamp_utc,config_hash_sha256,climate_forcing_file,technology_inputs_file,raw_outputs_dir,annual_electricity_gross_kWh,annual_grid_import_kWh,annual_grid_export_kWh,annual_gas_kWh,annual_useful_heating_kWh,annual_dhw_kWh,peak_grid_import_W,winter_peak_grid_import_W,summer_peak_grid_import_W,pv_generation_kWh,pv_self_consumption_kWh,pv_export_fraction,ev_charging_kWh,mean_T_out_C,winter_mean_T_out_C,summer_mean_T_out_C,HDD_15,HDD_18,CDD_22,mean_solar_W_m2,missing_metric_count,missing_metrics,pv_metric_policy,ev_metric_policy,gas_metric_policy,heating_metric_policy,climate_temperature_column,climate_solar_column,climate_included_years,climate_includes_2050,raw_output_files_used,raw_output_columns_used
baseline_1981_2005__historical__tech_current_stock__seed_0003,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0003,3,3,100,1981-01-01,2005-12-31,1981-2005,success,baseline_1981_2005__historical__tech_current_stock__seed_0003__attempt_20260513T080355Z,2026-05-13T08:03:55Z,de9efb43a6fbfedfbd2a170423a3c5fbf582ad8fc75c8d230b3ede07a319abbf,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/baseline/weather_baseline_historical_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/config/model_v3/belgian_technology_inputs.yaml,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0003/outputs,526382.713939202,258649.9689056505,24572.041234835448,1091594.121420729,1394637.3555741468,286021.46258538944,62673.97170180496,62673.97170180496,27806.34930594472,292304.786268388,267732.7450335525,0.08406308206077039,0.0,9.101475235301189,2.5703156383325023,16.9316034068232,60212.886962890625,83523.64401245117,357.7723083496094,134.91337690965955,0,,raw_output_or_summary,ev_case_zero_output,raw_output_or_summary,useful_heat_Q_heating_supplied_W,T_out_C,I_solar_W_m2,1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,False,annual_profile.csv;annual_summary.json,annual_dhw_kWh=dhw_thermal_kWh;annual_electricity_gross_kWh=annual_energy_by_carrier_kWh.electricity_gross_actual;annual_gas_kWh=annual_energy_by_carrier_kWh.natural_gas;annual_grid_export_kWh=annual_grid_export_kWh;annual_grid_import_kWh=annual_grid_import_kWh;annual_useful_heating_kWh=space_heating_thermal_kWh;ev_charging_kWh=annual_ev_charging_kWh;peak_grid_import_W=P_el_grid_import_W;pv_generation_kWh=annual_pv_generation_kWh;summer_peak_grid_import_W=P_el_grid_import_W;winter_peak_grid_import_W=P_el_grid_import_W
