timestamp,archetype_id,schedule_state,occupied_probability,T_outdoor_C,T_set_C,T_indoor_prev_C,T_indoor_free_float_C,T_indoor_next_C,Q_occ_W,Q_app_W,Q_lighting_W,Q_cooking_W,Q_internal_gains_W,Q_solar_gains_W,Q_air_W,Q_dhw_demand_W,Q_heating_requested_W,Q_heating_supplied_W,Q_unmet_heating_W,Q_excess_heat_W,comfort_violation_degC,P_el_total_W,P_el_space_heating_W,P_el_dhw_W,P_el_space_heating_technology_W,P_el_dhw_technology_W,P_el_appliances_W,P_el_lighting_W,P_el_cooking_W,P_el_ev_charging_W,P_pv_generation_W,P_el_gross_actual_W,P_el_net_grid_W,P_el_grid_import_W,P_el_grid_export_W,P_gas_space_heating_W,P_gas_dhw_W,P_oil_space_heating_W,P_oil_dhw_W,P_biomass_space_heating_W,P_biomass_dhw_W,P_propane_space_heating_W,P_propane_dhw_W,P_coal_space_heating_W,P_coal_dhw_W,P_district_heat_space_heating_W,P_district_heat_dhw_W,heating_technology_type,dhw_technology_type,heating_on,integration_substeps,Q_total_thermal_W,raw_P_el_appliances_W,raw_P_el_lighting_W,raw_P_el_cooking_W,raw_P_el_dhw_W,raw_P_el_space_heating_W,raw_P_el_total_W,P_gas_total_W,P_oil_total_W,P_biomass_total_W,P_propane_total_W,P_coal_total_W,P_district_heat_total_W
2050-01-01 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,occupied_day,0.95,2.461029052734375,21.0,17.0,4.090031220942448,7.398751316329861,132.25,164.9508786495088,27.521793275217934,17.60936874013865,342.3320406648654,196.4104430904,1032.2669372558594,400.3048232545867,1848.0000000000002,1848.0000000000002,0.0,0.0,7.601248683670139,461.7221118938411,78.12587555788042,85.44347585443414,528.0000000000001,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1110.731046577749,781.3117715777491,781.3117715777491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,2248.304823254587,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,528.0000000000001,945.614236804672,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,occupied_day,0.95,0.293731689453125,21.0,7.398751316329861,1.5830079577128042,12.83368916821805,132.25,164.9508786495088,27.521793275217934,17.60936874013865,342.3320406648654,196.4104430904,504.45639350824825,400.3048232545867,6283.776891855605,6283.776891855605,0.0,0.0,2.1663108317819493,649.2486018590101,265.6523655230495,85.44347585443414,1795.3648262444585,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,2378.0958728222076,2048.6765978222074,2048.6765978222074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,6684.081715110192,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,1795.3648262444585,2212.9790630491307,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,-0.00921630859375,16.0,12.83368916821805,1.4721763067149471,4.171144604532941,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,654.9881793174019,400.3048232545867,1462.8356042832606,1462.8356042832606,0.0,0.0,10.828855395467059,445.43893784130194,61.842701505341346,85.44347585443414,417.95302979521733,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1000.6840763729662,671.2648013729661,671.2648013729661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,1863.1404275378472,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,417.95302979521733,835.5672665998893,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,-1.505126953125,16.0,4.171144604532941,-0.4071647468657503,9.675770065277012,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,289.489849440555,400.3048232545867,5464.9311927057815,5464.9311927057815,0.0,0.0,5.324229934722988,614.631157490566,231.03492115460543,85.44347585443414,1561.408912201652,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,2144.139958779401,1814.7206837794008,1814.7206837794008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,5865.236015960369,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,1561.408912201652,1979.0231490063238,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,-1.84942626953125,16.0,9.675770065277012,-0.43853394222753406,4.952249530639154,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,587.7850130752214,400.3048232545867,2921.7942298420207,2921.7942298420207,0.0,0.0,10.047750469360846,507.1177365558582,123.52150021989758,85.44347585443414,834.7983513834345,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1417.5293979611833,1088.1101229611834,1088.1101229611834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,3322.0990530966073,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,834.7983513834345,1252.4125881881064,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-06 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,-2.851165771484375,16.0,4.952249530639154,-1.6393967759781436,7.777722977305194,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,397.9741804083,400.3048232545867,5104.060716844711,5104.060716844711,0.0,0.0,7.222277022694806,599.3750309269108,215.7787945909501,85.44347585443414,1458.3030619556318,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,2041.0341085333807,1711.6148335333808,1711.6148335333808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,5504.365540099298,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,1458.3030619556318,1875.9172987603038,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-07 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,-3.875396728515625,16.0,7.777722977305194,-2.4576602242904064,4.551021550531268,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,594.3091049968618,400.3048232545867,3798.691984485001,3798.691984485001,0.0,0.0,10.448978449468733,544.1893842053291,160.59314786936847,85.44347585443414,1085.3405669957144,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1668.0716135734633,1338.6523385734633,1338.6523385734633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,4198.996807739588,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,1085.3405669957144,1502.9548038003863,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-08 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,occupied_day,0.95,-0.057098388671875,21.0,4.551021550531268,1.1180714701001242,14.724337856188045,132.25,164.9508786495088,27.521793275217934,17.60936874013865,342.3320406648654,196.4104430904,327.17651568342313,400.3048232545867,7599.428043654555,7599.428043654555,0.0,0.0,0.27566214381195486,704.8689471853233,321.2727108493627,85.44347585443414,2171.265155329873,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,2753.996201907622,2424.576926907622,2424.576926907622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,7999.732866909142,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,2171.265155329873,2588.879392134545,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-09 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,occupied_day,0.95,5.33642578125,21.0,14.724337856188045,6.730028491529271,11.921130853302438,132.25,164.9508786495088,27.521793275217934,17.60936874013865,342.3320406648654,196.4104430904,666.5417573206012,400.3048232545867,2899.3559104411233,2899.3559104411233,0.0,0.0,3.0788691466975617,506.169136258649,122.57289992268844,85.44347585443414,828.387402983178,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1411.118449560927,1081.699174560927,1081.699174560927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,3299.66073369571,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,828.387402983178,1246.0016397878499,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-10 12:00:00+01:00,BE_RES_APT_AS_IS_HP_V1,away,0.17500000000000004,3.607635498046875,16.0,11.921130853302438,4.84669487919673,8.323529309785185,24.000000000000004,164.9508786495088,27.521793275217934,17.60936874013865,234.0820406648654,196.4104430904,423.9882631180338,400.3048232545867,1884.4375457742738,1884.4375457742738,0.0,0.0,6.676470690214815,463.2625421789035,79.66630584294289,85.44347585443414,538.4107273640782,114.37280664416764,235.64411235644005,32.378580323785805,30.130067801300633,170.2054794520548,329.419275,1121.141773941827,791.7224989418271,791.7224989418271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,air_water,air_water,True,5,2284.7423690288606,235.64411235644116,32.378580323785805,35.2187374802773,114.37280664416764,538.4107273640782,956.0249641687501,0.0,0.0,0.0,0.0,0.0,0.0
