scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,seed_index,seed_value,cohort_size,analysis_start,analysis_end,source_file_window,run_status,run_attempt_id,run_timestamp_utc,config_hash_sha256,climate_forcing_file,technology_inputs_file,raw_outputs_dir,annual_electricity_gross_kWh,annual_grid_import_kWh,annual_grid_export_kWh,annual_gas_kWh,annual_useful_heating_kWh,annual_dhw_kWh,peak_grid_import_W,winter_peak_grid_import_W,summer_peak_grid_import_W,pv_generation_kWh,pv_self_consumption_kWh,pv_export_fraction,ev_charging_kWh,mean_T_out_C,winter_mean_T_out_C,summer_mean_T_out_C,HDD_15,HDD_18,CDD_22,mean_solar_W_m2,missing_metric_count,missing_metrics,pv_metric_policy,ev_metric_policy,gas_metric_policy,heating_metric_policy,climate_temperature_column,climate_solar_column,climate_included_years,climate_includes_2050,raw_output_files_used,raw_output_columns_used
mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_8_5,tech_high_electrification_pv_ev,seed_0000,0,0,100,2050-01-01,2070-12-31,2050-2070,success,mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000__attempt_20260511T172048Z,2026-05-11T17:20:48Z,abd1140b3ee0d4ec2b518a4eee57a2766f8c47db02570cc0ff48c78631ef37ee,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/inputs/climate/processed/mid_century/weather_mid_century_rcp_8_5_cnrm_cerfacs_cm5_cnrm_aladin63_r1i1p1.csv,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/config/model_v3/belgian_technology_inputs.yaml,/Users/alex/Library/CloudStorage/OneDrive-VrijeUniversiteitBrussel/Documenten/VUB/MA IW/Master Thesis/model_v3/model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_8_5__tech_high_electrification_pv_ev__seed_0000/outputs,8752.171090567408,5866.458241567361,0.0,0.0,12766.06492891199,3506.6702517101726,2424.576926907622,2424.576926907622,809.1042977388711,2885.712849000012,2885.712849000012,0.0,1490.999999999991,11.164665096835021,4.389446087437129,19.122620055394144,39622.668395996094,57070.28982543945,1238.1661987304688,143.94189746811927,0,,raw_output_or_summary,raw_output_or_summary,raw_output_or_summary,useful_heat_Q_heating_supplied_W,T_out_C,I_solar_W_m2,2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070,True,annual_profile.csv;annual_summary.json,annual_dhw_kWh=dhw_thermal_kWh;annual_electricity_gross_kWh=annual_energy_by_carrier_kWh.electricity_gross_actual;annual_gas_kWh=annual_energy_by_carrier_kWh.natural_gas;annual_grid_export_kWh=annual_grid_export_kWh;annual_grid_import_kWh=annual_grid_import_kWh;annual_useful_heating_kWh=space_heating_thermal_kWh;ev_charging_kWh=annual_ev_charging_kWh;peak_grid_import_W=P_el_grid_import_W;pv_generation_kWh=annual_pv_generation_kWh;summer_peak_grid_import_W=P_el_grid_import_W;winter_peak_grid_import_W=P_el_grid_import_W
